hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
0.2987996233244079,0.5267558210486258,0.0708434256001893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.5178807626156754,0.5799075838140262,0.45585394141732477,1,1.0620268211983508,0.9379731788016494,1,1.0620268211983508,0.9379731788016494,1,1,1,0.9163988620253463,0.8327977240506944,0.9999999999999979,1,1,1
0,0,0,1,1.0691853973480059,0.9308146026519938,1,1.0691853973480059,0.9308146026519938,0.2869347198117467,0.3561201171597526,0.21774932246374046,1,1.0691853973480059,0.9308146026519938,0.7774578097520077,0.5549156195040139,1.0000000000000024
-0.008124204016350056,0.06499363213080044,-0.08124204016350055,1,1.0731178361471505,0.9268821638528495,1,1.0731178361471505,0.9268821638528495,0.053116853988184685,0.12623469013533517,-0.020000982158965806,1,1.0731178361471505,0.9268821638528495,0.6656440727456712,0.3312881454913393,1.000000000000003
-0.9151407542348338,-0.987283822205219,-0.8429976862644485,1,1.1539689057287006,0.8460310942712993,1,1.1539689057287006,0.8460310942712993,1,1.1539689057287006,0.8460310942712993,1,1,1,0.7147081200743699,0.42941624014874075,0.9999999999999991
-0.8660683618302798,-0.7321367236605552,-1.0000000000000047,1,1.1339316381697246,0.8660683618302752,1,1.1339316381697246,0.8660683618302752,0.8217385392110046,0.9556701773807292,0.6878069010412798,1,1.0707654301053422,0.9292345698946578,0.6052897962078774,0.21057959241575974,0.9999999999999953
-0.9057451105171097,-0.8114902210342215,-0.9999999999999981,1,1.094254889482888,0.9057451105171116,0.8371917507820328,0.6743835015640606,1.0000000000000053,0.6054761809205047,0.6997310704033929,0.5112212914376163,1,1.094254889482888,0.9057451105171116,0.9745583476400554,0.949116695280107,1.000000000000004
-0.6050936565562424,-0.8576957277941227,-0.35249158531836194,1,1.1412158586750403,0.8587841413249597,0.14121585867503939,0.28243171735007966,-9159339953157541e-31,1,1.1412158586750403,0.8587841413249597,1,1.1412158586750403,0.8587841413249597,1,1.1412158586750403,0.8587841413249597
-0.9456406020039267,-0.8912812040078552,-0.9999999999999983,1,1.0774887112928262,0.9225112887071737,0.9452337865172495,1.0227224978100757,0.8677450752244232,0,0,0,1,1.0774887112928262,0.9225112887071737,1,1,1
-0.5086991608218483,-0.5086991608218483,-0.5086991608218483,1,1.1165852792560929,0.8834147207439071,1.0000000000000036,1.051128255988214,0.9488717440117932,-0.012953919917343626,0.1036313593387493,-0.12953919917343645,1,1.1165852792560929,0.8834147207439071,0.9999999999999964,0.9999999999999964,0.9999999999999964
-0.0074451402593815885,0.05956112207512297,-0.07445140259388615,0.0670062623345018,0.13401252466900637,-2761679773755077e-30,1,1.0670062623345045,0.9329937376654954,1,1.0670062623345045,0.9329937376654954,0.20867965024245905,0.2756859125769636,0.14167338790795447,0.8669462041375837,0.733892408275165,1.0000000000000024
-0.9189045069275252,-0.8378090138550514,-0.9999999999999991,0.11523034506463148,0.1963258381371054,0.034134851992157544,1,1.0810954930724739,0.9189045069275261,1,1.0810954930724739,0.9189045069275261,0.08109549307247477,0.1621909861449487,8326672684688674e-31,0.7322756497836949,0.4645512995673919,0.9999999999999978
-0.8858818468747813,-0.7717636937495561,-1.0000000000000067,0.14137028034174648,-0.13205863131004097,0.41479919199353427,-0.8858818468747778,-0.7717636937495526,-1.000000000000003,0.8338518707551721,0.9479700238803973,0.7197337176299468,-0.012679794791695453,0.10143835833352972,-0.12679794791692078,0,0,0
