gen68 state,gen68 power,ALWAYS_OFF_gen2 state,ALWAYS_OFF_gen2 power,gen25 state,gen25 power,gen55 state,gen55 power,gen58 state,gen58 power,ALWAYS_OFF_gen66 state,ALWAYS_OFF_gen66 power,gen57 state,gen57 power,ALWAYS_OFF_gen14 state,ALWAYS_OFF_gen14 power,gen52 state,gen52 power,gen18 state,gen18 power,gen33 state,gen33 power,gen69 state,gen69 power,gen26 state,gen26 power,ALWAYS_OFF_gen65 state,ALWAYS_OFF_gen65 power,gen17 state,gen17 power,gen49 state,gen49 power,gen44 state,gen44 power,ALWAYS_OFF_gen4 state,ALWAYS_OFF_gen4 power,gen45 state,gen45 power,ALWAYS_OFF_gen13 state,ALWAYS_OFF_gen13 power,ALWAYS_OFF_gen67 state,ALWAYS_OFF_gen67 power,ALWAYS_OFF_gen1 state,ALWAYS_OFF_gen1 power,gen9 state,gen9 power,gen7 state,gen7 power,gen34 state,gen34 power,ALWAYS_OFF_gen3 state,ALWAYS_OFF_gen3 power,gen61 state,gen61 power,gen36 state,gen36 power,gen12 state,gen12 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,ALWAYS_OFF_gen22 state,ALWAYS_OFF_gen22 power,ALWAYS_OFF_gen24 state,ALWAYS_OFF_gen24 power,ALWAYS_OFF_gen5 state,ALWAYS_OFF_gen5 power,ALWAYS_OFF_gen23 state,ALWAYS_OFF_gen23 power,ALWAYS_OFF_gen27 state,ALWAYS_OFF_gen27 power,ALWAYS_OFF_gen41 state,ALWAYS_OFF_gen41 power,ALWAYS_OFF_gen15 state,ALWAYS_OFF_gen15 power
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.9199999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.5519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.1839999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.18399999999999955,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.5519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.1839999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.1839999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.5519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.9199999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.5519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.3679999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,0.7359999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.1039999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.472,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3360000000000005,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6720000000000004,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0080000000000002,1.0,0.5099999999999993,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.344,1.0,1.0199999999999987,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.68,1.0,1.529999999999998,1.0,0.39999999999999947,0.0,0.0,1.0,0.4319999999999995,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.344,1.0,1.0200000000000018,1.0,0.8000000000000016,0.0,0.0,1.0,0.8640000000000017,1.0,0.7000000000000011,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0080000000000002,1.0,1.5300000000000011,1.0,1.200000000000001,0.0,0.0,1.0,1.2960000000000012,1.0,1.4000000000000008,1.0,0.6799999999999997,1.0,0.31600000000000006,1.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.344,1.0,2.0400000000000005,1.0,1.6000000000000005,0.0,0.0,1.0,1.7280000000000006,1.0,2.1000000000000005,1.0,1.3599999999999994,1.0,0.9480000000000002,1.0,0.6509999999999995,1.0,0.4059999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.68,1.0,2.55,1.0,2.0,0.0,0.0,1.0,2.16,1.0,2.8000000000000003,1.0,2.039999999999999,1.0,1.5800000000000003,1.0,1.084999999999999,1.0,0.811999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.5,0.0,0.0,1.0,3.28,1.0,1.37,1.0,2.65,0.0,0.0,1.0,1.45,0.0,0.0,1.0,2.85,1.0,3.17,1.0,3.72,1.0,1.08,1.0,1.84,0.0,0.0,1.0,1.84,1.0,3.34,1.0,2.7,0.0,0.0,1.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.68,1.0,2.55,1.0,2.0,0.0,0.0,1.0,2.16,1.0,3.5,1.0,2.719999999999999,1.0,2.2120000000000006,1.0,1.5189999999999986,1.0,1.2179999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
