hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
0.6773588120599614,0.9435441240110056,0.4111735001089174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.7691767838919077,0.7029393013540276,0.8354142664297878,1,1.072131706441204,0.927868293558796,1,1.072131706441204,0.927868293558796,1,1,1,1,1.072131706441204,0.927868293558796,1,1,1
-0.007447444175179285,0.059579553401433824,-0.0744744417517922,1,1.0670269975766131,0.9329730024233871,1,1.0670269975766131,0.9329730024233871,1,1.0670269975766131,0.9329730024233871,0.7405541773875015,0.48110835477500263,0.9999999999999996,0.6492170124724268,0.7162440100490399,0.5821900148958139
-0.008373468193835887,0.06698774555075176,-0.08373468193842391,1,1.0753612137445876,0.924638786255412,1,1.0753612137445876,0.924638786255412,1,1.0753612137445876,0.924638786255412,1,1.0753612137445876,0.924638786255412,0.011418111973990015,-0.31962349182214933,0.34245971577013096
-0.016314136936845358,0.13051309549475965,-0.16314136936845036,1,1.1468272324316051,0.853172767568395,1,1.1468272324316051,0.853172767568395,1,1.1468272324316051,0.853172767568395,0.8526125303749268,0.705225060749849,1.0000000000000047,0.24298917221256744,-0.07056177839306282,0.5565401228181976
-0.7940752747084815,-0.6551715815503075,-0.9329789678666554,1,1.138903693158174,0.8610963068418261,1,1.138903693158174,0.8610963068418261,1,1.138903693158174,0.8610963068418261,1,1.088736149514973,0.9112638504850271,0.6429549950606912,0.28590999012138585,0.9999999999999962
-0.1780530355201435,-0.08249867117745915,-0.2736073998628279,0.09555436434268216,0.19110872868536652,-2192690473634684e-30,1,1.0955543643426844,0.9044456356573156,1,1.0955543643426844,0.9044456356573156,1,1,1,0.8806306177830336,0.7612612355660632,1.000000000000004
-0.8577677879363534,-0.7155355758727087,-0.9999999999999983,0.649932033809165,0.7921642458728098,0.5076998217455201,0.8622356257754547,0.9404747668331951,0.7839964847177141,1,1.1422322120636448,0.8577677879363551,1,1.1422322120636448,0.8577677879363551,1,1,1
-0.0029502023734977456,0.023601618987981784,-0.02950202373497729,1,1.07874374807059,0.9212562519294101,0.2515264732140352,0.3302702212846251,0.17278272514344528,1,1.07874374807059,0.9212562519294101,0.9999999999999964,1.0787437480705864,0.9212562519294065,-0.008749305341176683,0.06999444272941319,-0.0874930534117666
-0.0129924013459366,0.10393921076749194,-0.12992401345936516,1.0000000000000036,1.116931612113432,0.883068387886575,0.48185035058452996,0.5987819626979585,0.3649187384711014,0.14278616900889674,0.25971778112232524,0.025854556895468173,1,1.1169316121134285,0.8830683878865715,1,1.0069377986445252,0.9930622013554748
1,1.0633098316779104,0.9366901683220896,1,1.0633098316779104,0.9366901683220896,0.02076600028294706,0.04153200056589365,4544975507059235e-31,-0.007034425741989647,0.05627540593592069,-0.07034425741990004,0.9775983676749114,1.0409081993528218,0.914288535997001,0.6940996295812454,0.6940996295812454,0.6940996295812454
0.08354966520417406,0.16709933040834335,47878367936959876e-31,0.9999999999999929,1.083549665204162,0.9164503347958236,0.08354966520417051,0.1670993304083398,12351231148954867e-31,0.08354966520416696,0.16709933040833624,-23175905639050143e-31,0.08354966520416696,0.16709933040833624,-23175905639050143e-31,0.778842378288374,0.5576847565767469,1.000000000000001
0.9970720222659395,1.1112688841987355,0.8828751603331435,-0.012688540214754962,0.10150832171804107,-0.126885402147551,-0.2601543081789828,-0.14595744624618673,-0.3743511701117788,-0.012688540214754962,0.10150832171804107,-0.126885402147551,-0.10000000000000356,0.014196861932792473,-0.21419686193279958,-0.9999999999999964,-1.3093383836176893,-0.6906616163823036
0.6477878250877112,0.7613393394903967,0.5342363106850256,-0.9999999999999929,-0.9999999999999929,-0.9999999999999929,-0.012616834933631527,0.10093467946905399,-0.12616834933631704,0,0,0,-0.01261683493363197,0.10093467946905355,-0.1261683493363175,-0.0003357449312275662,0.0026859594498572837,-0.003357449312312416
1,1.0656976737079904,0.9343023262920096,0,0,0,1.0000000000000107,1.065697673708001,0.9343023262920203,-0.6662829585726016,-0.6005852848646112,-0.731980632280592,-0.9343023262920092,-0.8686046525840188,-0.9999999999999996,0.010519112628259109,-0.08415290102609087,0.10519112628260908
0.060923787796880194,0.19702669349799673,-0.07517911790423627,-1,-1,-1,-0.8638970942988848,-0.7277941885977683,-1.0000000000000013,-0.009543610135533953,0.07634888108425907,-0.09543610135532694,-1,-0.9999999999999559,-1.000000000000044,-0.7632899738374235,-0.7632899738374235,-0.7632899738374235
-0.010465124723749941,0.083720997790002,-0.10465124723750184,-0.9058138774862492,-0.8116277549724973,-1.000000000000001,-0.9058138774862456,-0.8116277549724937,-0.9999999999999976,-0.963811040593388,-0.9276220811867758,-1.0000000000000002,-0.9999999999999929,-0.9999999999999929,-0.9999999999999929,-1,-1,-1
0.07670365463273754,0.1534073092654739,10824674490095276e-31,-0.9232963453672554,-0.8465926907345189,-0.9999999999999918,-0.9999999999999929,-1.1085193259292867,-0.8914806740706989,-0.9232963453672696,-0.8465926907345331,-1.000000000000006,-0.9232963453672696,-0.8465926907345331,-1.000000000000006,0,0,0
-7105427357601002e-30,-7105427357601002e-30,-7105427357601002e-30,-0.9306709638763806,-0.8613419277527562,-1.0000000000000049,-0.9306709638763806,-0.8613419277527562,-1.0000000000000049,-0.9999999999999964,-1.1721082153869165,-0.8278917846130766,-0.9306709638763664,-0.861341927752742,-0.9999999999999908,-0.9306709638763735,-0.8613419277527491,-0.9999999999999979
-0.013842558454161491,0.11074046763329562,-0.13842558454161852,-0.9999999999999964,-0.9999999999999964,-0.9999999999999964,-1.0000000000000142,-1.1999536911414925,-0.8000463088585359,-1.000000000000007,-1.000000000000007,-1.000000000000007,-0.8754169739125501,-0.750833947825093,-1.000000000000007,-0.875416973912543,-0.750833947825086,-1
-1.000000000000007,-1.0941968289832793,-0.9058031710167349,-0.9999999999999964,-0.9999999999999964,-0.9999999999999964,-0.8780112962596718,-0.7560225925193517,-0.9999999999999919,-0.8780112962596789,-0.7560225925193588,-0.999999999999999,-0.8780112962596789,-0.7560225925193588,-0.999999999999999,-0.406256798726055,-0.406256798726055,-0.406256798726055
-0.9169038773005056,-0.8338077546010149,-0.9999999999999963,-0.9730166712072119,-0.9460333424144238,-1,-1.000000000000007,-1.000000000000007,-1.000000000000007,-0.9169038773005127,-0.833807754601022,-1.0000000000000033,-1,-1,-1,-1,-0.9999999999999538,-1.0000000000000462
