gen62 state,gen62 power,gen62 upperbound,gen62 lowerbound,gen48 state,gen48 power,gen48 upperbound,gen48 lowerbound,gen16 state,gen16 power,gen16 upperbound,gen16 lowerbound,gen38 state,gen38 power,gen38 upperbound,gen38 lowerbound,gen51 state,gen51 power,gen51 upperbound,gen51 lowerbound,gen60 state,gen60 power,gen60 upperbound,gen60 lowerbound,gen6 state,gen6 power,gen6 upperbound,gen6 lowerbound,gen53 state,gen53 power,gen53 upperbound,gen53 lowerbound,gen40 state,gen40 power,gen40 upperbound,gen40 lowerbound,gen43 state,gen43 power,gen43 upperbound,gen43 lowerbound,gen28 state,gen28 power,gen28 upperbound,gen28 lowerbound,gen32 state,gen32 power,gen32 upperbound,gen32 lowerbound,gen50 state,gen50 power,gen50 upperbound,gen50 lowerbound,gen63 state,gen63 power,gen63 upperbound,gen63 lowerbound,gen8 state,gen8 power,gen8 upperbound,gen8 lowerbound,gen47 state,gen47 power,gen47 upperbound,gen47 lowerbound,gen54 state,gen54 power,gen54 upperbound,gen54 lowerbound,gen30 state,gen30 power,gen30 upperbound,gen30 lowerbound,gen39 state,gen39 power,gen39 upperbound,gen39 lowerbound,gen37 state,gen37 power,gen37 upperbound,gen37 lowerbound,gen64 state,gen64 power,gen64 upperbound,gen64 lowerbound,gen35 state,gen35 power,gen35 upperbound,gen35 lowerbound,gen20 state,gen20 power,gen20 upperbound,gen20 lowerbound,gen59 state,gen59 power,gen59 upperbound,gen59 lowerbound,gen31 state,gen31 power,gen31 upperbound,gen31 lowerbound,gen29 state,gen29 power,gen29 upperbound,gen29 lowerbound,gen42 state,gen42 power,gen42 upperbound,gen42 lowerbound,gen46 state,gen46 power,gen46 upperbound,gen46 lowerbound,gen11 state,gen11 power,gen11 upperbound,gen11 lowerbound,gen56 state,gen56 power,gen56 upperbound,gen56 lowerbound,hydro4 power,hydro4 upperbound,hydro4 lowerbound,hydro2 power,hydro2 upperbound,hydro2 lowerbound,hydro3 power,hydro3 upperbound,hydro3 lowerbound,hydro5 power,hydro5 upperbound,hydro5 lowerbound,hydro6 power,hydro6 upperbound,hydro6 lowerbound,hydro1 power,hydro1 upperbound,hydro1 lowerbound
1.0,2.030672075264347,2.6693441505286994,1.391999999999996,1.0,1.9110491512904444,2.5120983025808914,1.3099999999999987,1.0,1.1612176522344984,1.5264353044689989,0.7959999999999985,1.0,0.6491731849803417,0.8533463699606844,0.4449999999999994,1.0,0.6052250586134424,0.7804501172268858,0.42999999999999927,1.0,0.7030176929047285,0.9060353858094574,0.5,1.0,0.664851581508584,0.8547031630171698,0.47499999999999876,1.0,0.7043994017437553,0.898798803487512,0.5099999999999989,1.0,0.9512655962107682,1.2025311924215385,0.6999999999999984,1.0,0.9178761737837704,1.1603223475675426,0.6754299999999986,1.0,1.7651071700650793,2.2302143401301606,1.299999999999999,1.0,0.7044253113597488,0.884850622719498,0.524,1.0,0.6345205094690867,0.7970410189381737,0.472,1.0,1.0697343127415118,1.339468625483026,0.799999999999998,1.0,3.7695222087817974,3.9,3.639044417563594,1.0,0.9616753064210026,1.2003506128420076,0.7229999999999981,1.0,0.798070793710376,0.9961415874207536,0.5999999999999988,1.0,0.762550215617391,0.950100431234783,0.5749999999999993,1.0,3.869522208781798,4.0,3.739044417563594,1.0,2.695685288421888,2.8261630796400916,2.5652074972036845,1.0,5.407259892398522,5.590519784797045,5.224,1.0,4.554353661285126,4.708707322570252,4.4,1.0,4.589522208781797,4.72,4.459044417563594,1.0,4.869522208781797,5.0,4.739044417563594,1.0,20.209589616815727,20.73,19.689179233631453,1.0,12.685508859344042,13.0,12.371017718688083,1.0,6.3484694103206785,6.499999999999999,6.196938820641358,1.0,5.539522208781796,5.67,5.409044417563592,1.0,20.169522208781796,20.3,20.039044417563595,1.0,2.529482791218199,2.659960582436403,2.3990049999999954,3.9983416666666405,4.1139080480373895,3.882775285295892,3.9983416666666667,4.113908048037415,3.882775285295918,3.9983416666666667,4.113908048037415,3.882775285295918,3.9983416666666667,4.113908048037415,3.882775285295918,3.9983416666666667,4.113908048037415,3.882775285295918,3.9983416666666667,4.113908048037415,3.882775285295918
1.0,1.7522809215873307,2.112561843174665,1.391999999999996,1.0,1.649057476493827,1.9881149529876547,1.3099999999999987,1.0,1.0020227109076987,1.2080454218153986,0.7959999999999985,1.0,0.5601760130074449,0.6753520260148902,0.4449999999999994,1.0,0.5288461027927602,0.6276922055855211,0.42999999999999927,1.0,0.6145241890652187,0.7290483781304371,0.5,1.0,0.5820970618566877,0.6891941237133766,0.47499999999999876,1.0,0.6196625300038004,0.7293250600076018,0.5099999999999989,1.0,0.8417412848816614,0.9834825697633243,0.6999999999999984,1.0,0.8121961657823152,0.9489623315646316,0.6754299999999986,1.0,1.5623713269420236,1.8247426538840479,1.299999999999999,1.0,0.6257796142526924,0.7275592285053845,0.524,1.0,0.5636793471894476,0.6553586943788955,0.47199999999999953,1.0,0.9521596614945379,1.1043193229890775,0.799999999999998,1.0,3.8263962513981586,3.9,3.7527925027963165,1.0,0.8576389840543848,0.9922779681087712,0.7229999999999981,1.0,0.711733596725631,0.823467193451263,0.5999999999999988,1.0,1.6192011602768612,1.7249999999999994,1.5134023205537228,1.0,3.9263962513981587,4.0,3.852792502796316,1.0,3.2976037486018424,3.3712074972036845,3.224,1.0,6.426621371936441,6.53,6.32324274387288,1.0,5.412927648644781,5.5,5.3258552972895625,1.0,4.646396251398158,4.72,4.572792502796315,1.0,4.926396251398158,5.0,4.852792502796316,1.0,20.436431610651457,20.73,20.142863221302914,1.0,12.822592591135782,13.0,12.645185182271565,1.0,6.414520169876315,6.5,6.3290403397526305,1.0,5.596396251398158,5.67,5.522792502796316,1.0,20.22639625139816,20.3,20.15279250279632,1.0,2.4726087486018358,2.546212497203676,2.399004999999993,3.672341689529451,3.737533771659444,3.607149607399458,3.672341689529451,3.737533771659444,3.607149607399458,3.672341689529451,3.737533771659444,3.607149607399458,3.672341689529451,3.737533771659444,3.607149607399458,3.672341689529451,3.737533771659444,3.607149607399458,3.672341689529451,3.737533771659444,3.607149607399458
1.0,1.5736048973704033,1.7552097947408107,1.391999999999996,1.0,1.4809069077264598,1.651813815452921,1.3099999999999987,1.0,0.8998487775192833,1.003697555038568,0.7959999999999985,1.0,0.5030561633116598,0.5611123266233202,0.4449999999999994,1.0,0.47982483189521985,0.5296496637904404,0.42999999999999927,1.0,0.5577276018668575,0.6154552037337151,0.5,1.0,0.5289838491626625,0.5829676983253262,0.47499999999999876,1.0,0.5652770111139277,0.6205540222278565,0.5099999999999989,1.0,0.7714467793095275,0.8428935586190567,0.6999999999999984,1.0,0.7443689973557625,0.8133079947115271,0.6754299999999978,1.0,1.432252126180635,1.5645042523612709,1.299999999999999,1.0,0.5753035114913219,0.6266070229826437,0.524,1.0,0.5182123233280604,0.5644246466561214,0.47199999999999953,1.0,0.8766983152698878,0.9533966305397776,0.799999999999998,1.0,3.862898947987523,3.9,3.8257978959750463,1.0,0.7908667601201997,0.8587335202404014,0.7229999999999981,1.0,1.0445273605806613,1.1008483233360153,0.9882063978253073,1.0,2.610072859351123,2.6634023205537227,2.556743398148523,1.0,3.962898947987524,4.0,3.9257978959750472,1.0,3.9928989479875234,4.03,3.9557978959750466,1.0,6.477890482079759,6.53,6.425780964159517,1.0,5.456109900679736,5.5,5.412219801359472,1.0,4.682898947987523,4.72,4.645797895975046,1.0,4.962898947987523,5.0,4.925797895975046,1.0,20.582022535681467,20.73,20.434045071362934,1.0,12.910575186336294,13.0,12.821150372672587,1.0,6.456912634428552,6.5,6.413825268857105,1.0,5.632898947987523,5.67,5.595797895975046,1.0,20.262898947987527,20.3,20.22579789597505,1.0,2.436106052012472,2.4732071040249437,2.3990049999999954,3.9983416666666667,4.031202694479128,3.9654806388542054,3.9983416666666667,4.031202694479128,3.9654806388542054,3.9983416666666667,4.031202694479128,3.9654806388542054,3.9983416666666667,4.031202694479128,3.9654806388542054,3.9983416666666667,4.031202694479128,3.9654806388542054,3.9983416666666667,4.031202694479128,3.9654806388542054
1.0,1.5018050285867608,1.6116100571735263,1.391999999999996,1.0,1.4133366289142675,1.516673257828537,1.3099999999999987,1.0,0.858790806576913,0.9215816131538278,0.7959999999999985,1.0,0.4801029006617167,0.5152058013234342,0.4449999999999994,1.0,0.4601259336604037,0.49025186732080833,0.42999999999999927,1.0,0.5349042402766644,0.5698084805533289,0.5,1.0,0.5076406291149701,0.5402812582299417,0.47499999999999876,1.0,0.5434225225940671,0.5768450451881354,0.5099999999999989,1.0,0.7431993616808333,0.7863987233616685,0.6999999999999984,1.0,0.7171130640858353,0.7587961281716731,0.6754299999999978,1.0,1.3799645202645914,1.4599290405291843,1.299999999999999,1.0,0.5550199979597246,0.5860399959194492,0.524,1.0,0.4999416775515062,0.5278833551030139,0.47199999999999864,1.0,0.846374634289675,0.8927492685793521,0.799999999999998,1.0,3.877567333613697,3.9,3.8551346672273943,1.0,0.7640347498497793,0.8050694996995607,0.7229999999999981,1.0,0.6340537343151708,0.6681074686303421,0.5999999999999996,1.0,3.674498436164241,3.7067433981485234,3.6422534741799586,1.0,3.977567333613697,4.0,3.9551346672273944,1.0,4.007567333613697,4.03,3.9851346672273946,1.0,6.4984926607832385,6.53,6.466985321566477,1.0,5.473462424855714,5.5,5.4469248497114275,1.0,4.697567333613697,4.72,4.675134667227394,1.0,4.977567333613697,5.0,4.955134667227394,1.0,20.6405273594767,20.73,20.5510547189534,1.0,12.945930454724017,13.0,12.891860909448035,1.0,6.473947787329483,6.5,6.447895574658967,1.0,5.647567333613697,5.67,5.625134667227394,1.0,20.2775673336137,20.3,20.2551346672274,1.0,2.421437666386298,2.443870332772594,2.3990049999999954,2.0115028690138304,2.0313718601621154,1.9916338778655456,2.0115028690138304,2.0313718601621154,1.9916338778655456,2.0115028690138304,2.0313718601621154,1.9916338778655456,2.0115028690138304,2.0313718601621154,1.9916338778655456,2.0115028690138304,2.0313718601621154,1.9916338778655456,2.0115028690138304,2.0313718601621154,1.9916338778655456
1.0,1.695207246711954,1.9984144934239123,1.391999999999996,1.0,1.595345900282086,1.8806918005641733,1.3099999999999987,1.0,0.9693857531485034,1.1427715062970083,0.7959999999999985,1.0,0.541930477576739,0.6388609551534785,0.4449999999999994,1.0,0.5131874597854187,0.5963749195708381,0.42999999999999927,1.0,0.5963819119130548,0.6927638238261096,0.5,1.0,0.5651313483751453,0.6552626967502919,0.47499999999999876,1.0,0.6022904095044056,0.6945808190088123,0.5099999999999989,1.0,0.8192874286682589,0.9385748573365194,0.6999999999999984,1.0,0.7905304399220031,0.9056308798440076,0.6754299999999986,1.0,1.5208079387266964,1.7416158774533939,1.299999999999999,1.0,0.6096562608783137,0.6953125217566274,0.524,1.0,0.5491560212491675,0.6263120424983355,0.47199999999999953,1.0,0.9280553847234417,1.0561107694468854,0.799999999999998,1.0,3.8380561427929134,3.9,3.776112285585826,1.0,0.8363102343453654,0.9496204686907328,0.7229999999999981,1.0,0.694033389498229,0.7880667789964593,0.5999999999999988,1.0,4.703214690898185,4.792253474179959,4.614175907616411,1.0,3.9380561427929135,4.0,3.876112285585826,1.0,3.968056142792913,4.03,3.9061122855858255,1.0,6.442998032074776,6.53,6.355996064149552,1.0,5.426721160246748,5.5,5.353442320493496,1.0,4.658056142792913,4.72,4.596112285585826,1.0,4.938056142792913,5.0,4.876112285585826,1.0,20.482937061824245,20.73,20.23587412364849,1.0,12.850696473876477,13.0,12.701392947752954,1.0,6.428061403232184,6.5,6.356122806464368,1.0,5.608056142792912,5.67,5.546112285585824,1.0,20.238056142792914,20.3,20.176112285585827,1.0,2.460948857207079,2.522892714414162,2.3990049999999914,2.088966152526733,2.1438308720988,2.034101432954666,2.088966152526733,2.1438308720988,2.034101432954666,2.088966152526733,2.1438308720988,2.034101432954666,2.088966152526733,2.1438308720988,2.034101432954666,2.088966152526733,2.1438308720988,2.034101432954666,2.088966152526733,2.1438308720988,2.034101432954666
1.0,2.0813478270241297,2.7706956540482635,1.391999999999996,1.0,1.9587396935356423,2.607479387071286,1.3099999999999987,1.0,1.19019602752242,1.5843920550448414,0.7959999999999985,1.0,0.6653734073460768,0.8857468146921541,0.4449999999999994,1.0,0.6191283775721002,0.808256755144201,0.42999999999999927,1.0,0.7191262321801077,0.9382524643602155,0.5,1.0,0.6799154491620263,0.8848308983240534,0.4749999999999992,1.0,0.719824118443541,0.9296482368870831,0.5099999999999989,1.0,0.9712023892419657,1.242404778483933,0.6999999999999984,1.0,0.9371131853795728,1.198796370759147,0.6754299999999986,1.0,1.8020113285601214,2.304022657120244,1.299999999999999,1.0,0.7187412469451018,0.9134824938902035,0.524,1.0,0.6474157796910076,0.8228315593820152,0.472,1.0,1.0911365152222243,1.3822730304444506,0.799999999999998,1.0,3.759169383890867,3.9,3.6183387677817342,1.0,0.9806131166804768,1.2382262333609555,0.7229999999999981,1.0,0.8137868188219728,1.0275736376439468,0.5999999999999988,1.0,4.359799074883142,4.562230555138864,4.15736759462742,1.0,3.8591693838908685,4.0,3.718338767781735,1.0,3.8891693838908674,4.03,3.7483387677817346,1.0,6.33219926078135,6.53,6.134398521562701,1.0,5.3333990711022095,5.5,5.166798142204419,1.0,4.579169383890867,4.72,4.438338767781734,1.0,4.859169383890867,5.0,4.718338767781734,1.0,20.168297397517517,20.73,19.606594795035033,1.0,12.660555404211475,13.0,12.32111080842295,1.0,6.3364461407211365,6.5,6.172892281442273,1.0,5.529169383890867,5.67,5.388338767781734,1.0,20.15916938389087,20.3,20.01833876778174,1.0,2.5398356161091287,2.6806662322182575,2.3990049999999954,0.7676075028371695,0.8923435559079002,0.6428714497664388,0.7676075028371695,0.8923435559079002,0.6428714497664388,0.7676075028371695,0.8923435559079002,0.6428714497664388,0.7676075028371695,0.8923435559079002,0.6428714497664388,0.7676075028371695,0.8923435559079002,0.6428714497664388,0.7676075028371695,0.8923435559079002,0.6428714497664388
1.0,2.3442315895856827,2.974896461389622,1.713566717781744,1.0,2.2061374873256088,2.7996511238652353,1.6126238507859827,1.0,1.3405232365734228,1.7011620569440662,0.9798844162027797,1.0,0.7494131159235845,0.951026526809183,0.5477997050379863,1.0,0.603028214959209,0.7760564299184188,0.4299999999999993,1.0,0.7004724055246925,0.9009448110493852,0.5,1.0,0.662471361205714,0.8499427224114295,0.47499999999999876,1.0,0.701962164196301,0.8939243283926033,0.5099999999999989,1.0,0.9481154118996273,1.1962308237992565,0.6999999999999984,1.0,0.9148365609419505,1.1542431218839027,0.6754299999999986,1.0,1.7592759964693552,2.218551992938712,1.299999999999999,1.0,0.702163270739188,0.8803265414783762,0.524,1.0,0.6324829461620167,0.7929658923240336,0.47200000000000003,1.0,1.0663525811674768,1.3327051623349557,0.799999999999998,1.0,3.771158043918188,3.9,3.642316087836376,1.0,0.9586829699567877,1.1943659399135775,0.7229999999999981,1.0,0.7955875269350948,0.9911750538701902,0.5999999999999996,1.0,2.8221687464701932,3.00736759462742,2.636969898312967,1.0,3.8711580439181876,4.0,3.7423160878363753,1.0,3.9011580439181883,4.03,3.7723160878363764,1.0,6.349037686126358,6.53,6.168075372252717,1.0,5.347581512051297,5.5,5.195163024102595,1.0,4.591158043918188,4.72,4.462316087836377,1.0,4.871158043918188,4.999999999999999,4.742316087836376,1.0,20.216114141657904,20.73,19.702228283315808,1.0,12.689451719298717,13.0,12.378903438597435,1.0,6.350369190049637,6.5,6.200738380099274,1.0,5.541158043918188,5.67,5.412316087836375,1.0,20.17115804391819,20.3,20.04231608783638,1.0,2.5278469560818078,2.6566889121636095,2.3990049999999954,0.6918498401643153,0.8059673347515981,0.5777323455770327,0.6918498401643153,0.8059673347515981,0.5777323455770327,0.6918498401643153,0.8059673347515981,0.5777323455770327,0.6918498401643153,0.8059673347515981,0.5777323455770327,0.6918498401643153,0.8059673347515981,0.5777323455770327,0.6918498401643153,0.8059673347515981,0.5777323455770327
1.0,2.944783358890871,4.497566717781744,1.3919999999999977,1.0,2.7713119253929905,4.232623850785982,1.3099999999999987,1.0,1.6839422081013888,2.5718844162027796,0.7959999999999985,1.0,0.9413998525189928,1.4377997050379863,0.4449999999999994,1.0,0.8560191820082523,1.2820383640165054,0.4299999999999993,1.0,0.9935905409241492,1.4871810818482987,0.5,1.0,0.9365801877726152,1.3981603755452312,0.47499999999999926,1.0,0.9826371602846473,1.455274320569296,0.5099999999999989,1.0,1.3108941529914016,1.9217883059828038,0.6999999999999993,1.0,1.2648817682214024,1.8543335364428064,0.6754299999999986,1.0,2.430800455740851,3.561600911481703,1.299999999999999,1.0,0.9626623931947571,1.4013247863895144,0.524,1.0,0.8671310106639797,1.2622620213279596,0.472,1.0,1.4557965634766905,2.111593126953383,0.7999999999999982,1.0,3.5827734439076506,3.9,3.2655468878153013,1.0,1.3032837768275942,1.8835675536551895,0.7229999999999991,1.0,1.081563300271862,1.5631266005437254,0.5999999999999988,1.0,1.0309849491564829,1.4869698983129664,0.5749999999999993,1.0,3.68277344390765,4.0,3.3655468878152996,1.0,3.712773443907651,4.03,3.3955468878153017,1.0,6.084445978946591,6.53,5.638891957893182,1.0,5.124724790843223,5.5,4.749449581686447,1.0,4.402773443907652,4.72,4.085546887815304,1.0,4.682773443907652,5.0,4.365546887815304,1.0,19.464742579017425,20.73,18.19948515803485,1.0,12.235387566417312,13.0,11.470775132834625,1.0,6.131588436178957,6.5,5.7631768723579135,1.0,5.35277344390765,5.67,5.0355468878153005,1.0,19.982773443907654,20.3,19.665546887815307,1.0,2.716231556092345,3.0334581121846895,2.3990049999999954,-0.09608850059813627,0.1848844130296578,-0.3770614142259303,-0.09608850059813627,0.1848844130296578,-0.3770614142259303,-0.09608850059813627,0.1848844130296578,-0.3770614142259303,-0.09608850059813627,0.1848844130296578,-0.3770614142259303,-0.09608850059813627,0.1848844130296578,-0.3770614142259303,-0.09608850059813627,0.1848844130296578,-0.3770614142259303
1.0,2.455269312335467,3.463646032505644,1.4468925921652902,1.0,2.310634194798466,3.2596094127747106,1.3616589768222216,1.0,1.404018945847006,1.9806481622661591,0.8273897294278529,1.0,0.7849100890727612,1.1072718997593483,0.4625482783861743,1.0,0.7066566392042672,0.9833132784085354,0.42999999999999927,1.0,0.8205374451717681,1.1410748903435364,0.5,1.0,0.7747499381846443,1.0744998763692895,0.4749999999999992,1.0,0.8169303304865418,1.123860660973085,0.5099999999999989,1.0,1.0967143509347073,1.4934287018694152,0.6999999999999993,1.0,1.0582196772168984,1.441009354433798,0.6754299999999986,1.0,2.0343412383948896,2.76868247678978,1.299999999999999,1.0,0.8088671340911868,1.0937342681823736,0.524,1.0,0.7285978765096186,0.9851957530192372,0.472,1.0,1.2258739533696739,1.6517479067393497,0.799999999999998,1.0,3.693993236499024,3.9,3.487986472998047,1.0,1.0998359882883657,1.4766719765767333,0.7229999999999981,1.0,0.9127269612351587,1.2254539224703187,0.5999999999999988,1.0,0.8711163930851302,1.1672327861702612,0.5749999999999993,1.0,3.793993236499023,4.0,3.587986472998046,1.0,3.8239932364990237,4.03,3.617986472998047,1.0,6.240657446297345,6.53,5.951314892594691,1.0,5.256296470847688,5.5,5.012592941695376,1.0,4.513993236499024,4.72,4.307986472998048,1.0,4.793993236499024,5.0,4.587986472998049,1.0,19.908342477051846,20.729999999999997,19.086684954103696,1.0,12.503461076161859,13.0,12.006922152323718,1.0,6.260753718623064,6.5,6.021507437246129,1.0,5.463993236499023,5.67,5.257986472998047,1.0,20.093993236499024,20.3,19.887986472998048,1.0,2.605011763500972,2.8110185270019414,2.3990049999999954,-1.7148406113692427,-1.5323769447679798,-1.8973042779705056,-1.7148406113692427,-1.5323769447679798,-1.8973042779705056,-1.7148406113692427,-1.5323769447679798,-1.8973042779705056,-1.7148406113692427,-1.5323769447679798,-1.8973042779705056,-1.7148406113692427,-1.5323769447679798,-1.8973042779705056,-1.7148406113692427,-1.5323769447679798,-1.8973042779705056
1.0,2.8114462960826443,4.23089259216529,1.3919999999999977,1.0,2.6458294884111107,3.9816589768222217,1.309999999999999,1.0,1.6076948647139258,2.419389729427853,0.7959999999999985,1.0,0.898774139193087,1.3525482783861744,0.4449999999999994,1.0,0.8194370367246255,1.2088740734492516,0.42999999999999927,1.0,0.9512060623812058,1.4024121247624115,0.5,1.0,0.896944429097283,1.3188888581945666,0.47499999999999926,1.0,0.9420519425428819,1.3741038850857648,0.5099999999999989,1.0,1.2584368468384204,1.816873693676841,0.6999999999999994,1.0,1.2142657135143908,1.753101427028783,0.6754299999999986,1.0,2.333698944105392,3.3673978882107845,1.2999999999999994,1.0,0.9249945789835108,1.3259891579670215,0.524,1.0,0.8332012238172082,1.1944024476344164,0.472,1.0,1.3994835001810035,1.9989670003620088,0.799999999999998,1.0,3.6100135975272365,3.9,3.3200271950544726,1.0,1.2534549749187929,1.7839099498375868,0.722999999999999,1.0,1.0402115974429815,1.480423194885964,0.5999999999999988,1.0,0.9918296520204339,1.4086593040408686,0.5749999999999993,1.0,3.7100135975272357,4.0,3.420027195054471,1.0,3.513986402472764,3.803972804945528,3.224,1.0,6.122705575270506,6.53,5.715411150541011,1.0,5.156949565694912,5.5,4.8138991313898245,1.0,4.430013597527237,4.72,4.140027195054474,1.0,4.7100135975272375,5.0,4.420027195054475,1.0,19.573389871792788,20.73,18.416779743585575,1.0,12.301044617348994,13.0,11.602089234697988,1.0,6.163223831769216,6.5,5.826447663538431,1.0,5.380013597527236,5.67,5.090027195054471,1.0,20.010013597527237,20.3,19.720027195054474,1.0,2.68899140247276,2.978977804945515,2.3990049999999954,-0.052756557133369686,0.20408929278184063,-0.3096024070485801,-0.052756557133369686,0.20408929278184063,-0.3096024070485801,-0.052756557133369686,0.20408929278184063,-0.3096024070485801,-0.052756557133369686,0.20408929278184063,-0.3096024070485801,-0.052756557133369686,0.20408929278184063,-0.3096024070485801,-0.052756557133369686,0.20408929278184063,-0.3096024070485801
