gen2 state,gen2 power,gen2 upperbound,gen2 lowerbound,hydro4power,hydro4 upperbound,hydro4 lowerbound,hydro2power,hydro2 upperbound,hydro2 lowerbound,hydro3power,hydro3 upperbound,hydro3 lowerbound,hydro5power,hydro5 upperbound,hydro5 lowerbound,hydro6power,hydro6 upperbound,hydro6 lowerbound,hydro1power,hydro1 upperbound,hydro1 lowerbound
1,0.22654977878713278,0.2830995575742656,0.17,0,0,0,0.06616180665456534,0.10808891328734758,0.024234700021783087,0.06616180665456534,0.10808891328734758,0.024234700021783087,0.06616180665456534,0.10808891328734758,0.024234700021783087,0.06616180665456534,0.10808891328734758,0.024234700021783087,0.06616180665456534,0.10808891328734758,0.024234700021783087
1,0.881900261818329,0.9138005236366576,0.8500000000000004,0.9264043528758528,0.9985360593170568,0.8542726464346486,1,1.072131706441204,0.9278682935587959,0.7575988427613822,0.5151976855227669,0.999999999999998,-0.38885838000483375,-0.3167266735636297,-0.4609900864460379,1,1.072131706441204,0.9278682935587959,0.07213170644119771,0.14426341288240174,-6439293542825908e-30
1,1.6839202038562504,1.7000000000000004,1.6678404077125004,1,1.067026997576613,0.932973002423387,0.17359101424667145,0.2406180118232843,0.10656401667005841,0.9999999999999929,1.0670269975766058,0.9329730024233799,1,1.067026997576613,0.932973002423387,-0.3896618536619343,-0.32263485608532144,-0.4566888512385473,0.7244743812437591,0.44894876248751137,1.0000000000000075
1,0.8081179690514299,0.8178404077125004,0.7983955303903593,1,1.0753612137445878,0.9246387862554121,0.3540641853798263,0.42942539912441424,0.2787029716352384,1,1.0753612137445878,0.9246387862554121,0.6592359575427977,0.3184719150855864,1.000000000000009,1,1.0753612137445878,0.9246387862554121,-0.008373468193842992,0.06698774555074494,-0.08373468193843092
1,0.19684680196972734,0.22369360393945462,0.17,1,1.1468272324316047,0.853172767568395,0.9451859216735983,0.9177788825103956,0.9725929608368009,0.6864490493943762,0.37289809878874736,1.0000000000000058,1,1,1,1,1.1468272324316047,0.853172767568395,0.06080579261289358,0.20763302504449832,-0.08602143981871142
1,0.23103674895989507,0.29207349791979015,0.17,1,1.138903693158174,0.861096306841826,1,1,1,1,1.138903693158174,0.861096306841826,0.8645190493101857,1.0034227424683597,0.7256153561520118,0.3413087912315511,0.01196318684732356,0.6706543956157784,-0.7221926136836601,-0.5832889205254861,-0.861096306841834
1,0.22584079901186624,0.2816815980237325,0.17,0.9999999999999929,1.0955543643426773,0.9044456356573086,1,1.0955543643426844,0.9044456356573157,1,1,1,1,1.0955543643426844,0.9044456356573157,1,1.0955543643426844,0.9044456356573157,-0.09770885240635607,-0.272919033635193,0.07750132882248068
1,0.31605658707640505,0.45354428827779975,0.17856888587501063,-0.015803579118182753,0.12642863294546205,-0.15803579118182762,1,1.1422322120636448,0.8577677879363551,1,1.1422322120636448,0.8577677879363551,1,1,1,1,1.1422322120636448,0.8577677879363551,0.6441468636900538,0.5848983035463993,0.7033954238337083
1,0.9392844429375056,1.0285688858750106,0.8500000000000004,1,1.07874374807059,0.9212562519294101,1,1.07874374807059,0.9212562519294101,1,1.07874374807059,0.9212562519294101,0.43305502642071403,0.37032240484468837,0.4957876479967397,1,1.07874374807059,0.9212562519294101,-0.8425125038588135,-0.7637687557882236,-0.9212562519294034
1,1.5743183283683349,1.7000000000000004,1.4486366567366693,-0.0999999999999929,0.01693161211343565,-0.21693161211342143,-0.4670055598907368,-0.3500739477773082,-0.5839371720041653,1.0000000000000036,1.116931612113432,0.883068387886575,1,1.1169316121134285,0.8830683878865715,0.7625122540257188,0.6437683810385781,0.8812561270128594,0.9718190957441486,1.088750707857577,0.8548874836307201
1,0.9082111030637552,0.96642220612751,0.8500000000000004,0.0633098316779126,0.12661966335582292,22343238370581275e-31,0.011194992717634022,-0.08955994174108456,0.11194992717635265,0.5929446965320526,0.656254528209963,0.5296348648541422,0.0633098316779126,0.12661966335582292,22343238370581275e-31,-0.007034425741990091,0.056275405935920245,-0.07034425741990045,-0.8165064581301316,-0.7531966264522212,-0.8798162898080419
1,1.6582352581409996,1.7000000000000004,1.6164705162819988,-0.17937269836645697,-0.3587453967329203,6356026815979021e-30,0,0,0,-0.8569108263334151,-0.7733611611292458,-0.9404604915375844,-0.8329006695916554,-0.7493510043874861,-0.9164503347958247,0.08354966520416696,0.16709933040833624,-23314683517128287e-31,-0.916450334795833,-0.8329006695916638,-1.0000000000000022
1,0.7108851080187761,0.7664705162819988,0.6552996997555535,0.11419686193278267,0.22839372386557877,-13322676295501878e-30,-7105427357601002e-30,-7105427357601002e-30,-7105427357601002e-30,0.8634699319846781,0.7269398639693584,0.9999999999999978,-0.012688540214754962,0.10150832171804113,-0.12688540214755095,0,0,0,0.06567727193600419,0.17987413386880027,-0.048519589996791804
1,1.4322873474469024,1.5052996997555534,1.3592749951382515,-0.012616834933624865,0.1009346794690606,-0.12616834933631038,-0.012616834933631527,0.10093467946905393,-0.12616834933631704,-0.7728969711946347,-0.6593454567919492,-0.8864484855973203,0,0,0,-0.183542162330248,-0.36708432466050234,6356026815979021e-30,-0.4412552653032549,-0.3277037509005694,-0.5548067797059404
1,1.6642840013940106,1.7000000000000004,1.6285680027880207,0.06569767370798729,0.13139534741597772,-31363800445660672e-31,-0.9343023262920056,-0.8686046525840152,-0.999999999999996,-1.0000000000000053,-1.1960856859683355,-0.803914314031675,-0.9343023262920127,-0.8686046525840223,-1.000000000000003,-0.9343023262920127,-0.8686046525840223,-1.000000000000003,-0.10000000000000711,-0.03430232629201668,-0.16569767370799754
1,0.92607624796762,1.0021524959352395,0.8500000000000004,-0.8638970942988848,-0.7277941885977683,-1.0000000000000013,-1,-1,-1,-0.8638970942988848,-0.7277941885977683,-1.0000000000000013,0,0,0,0,0,0,0.009816243252217305,0.01963248650443855,-39430264608952825e-31
1,1.6322836760008537,1.7000000000000004,1.5645673520017072,-0.9058138774862456,-0.8116277549724937,-0.9999999999999976,0.15641473921026616,-0.06348487040978987,0.3763143488303222,-0.9058138774862527,-0.8116277549725008,-1.0000000000000047,-0.9058138774862456,-0.8116277549724937,-0.9999999999999976,-0.8116277549724913,-0.7174416324587394,-0.9058138774862432,-0.8116277549724913,-0.7174416324587394,-0.9058138774862432
1,0.8921268733761525,0.9342537467523045,0.8500000000000004,-0.9972388900400375,-0.9944777800800789,-0.9999999999999961,-1,-1,-1,-1,-1,-1,-0.9232963453672625,-0.846592690734526,-0.9999999999999989,-1,-1,-1,-0.008522628292525702,0.06818102634021075,-0.08522628292526216
1,1.6776490856160389,1.7000000000000004,1.6552981712320773,-0.9306709638763806,-0.8613419277527563,-1.0000000000000049,-1,-1,-1,-0.9306709638763735,-0.8613419277527492,-0.9999999999999979,0.6110817404582463,0.41662261068736917,0.8055408702291236,-0.9306709638763806,-0.8613419277527563,-1.0000000000000049,-0.854359180202058,-0.7850301440784337,-0.9236882163256824
1,0.7683761839748761,0.8052981712320774,0.7314541967176748,-0.8754169739125359,-0.7508339478250788,-0.999999999999993,-0.875416973912543,-0.750833947825086,-1,-0.9999999999999893,-1.3614587044861262,-0.6385412955138525,-0.7508339478250861,-0.626250921737629,-0.8754169739125431,-0.9999999999999929,-0.9999999999999929,-0.9999999999999929,0.2086401010645893,0.3332231271520464,0.08405707497713222
1,0.9077360661977684,0.9654721323955368,0.85,-1.0000000000000036,-1.0299441914407241,-0.970055808559283,-0.9999999999999893,-0.9999999999999893,-0.9999999999999893,-1.0000000000000036,-1.0000000000000036,-1.0000000000000036,-0.7560225925193578,-0.6340338887790377,-0.8780112962596779,-1,-1,-1,-0.1380023961458825,-0.0160136924055624,-0.2599910998862026
