time,load
1,1922
2,1899
3,1869
4,1845
5,1858
6,1879
7,1831
8,1728
9,1550
10,1510
11,1427
12,1329
13,1323
14,1279
15,1268
16,1285
17,1364
18,1474
19,1588
20,1723
21,1832
22,1834
23,1870
24,1918
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
