gen2 state,gen2 power,gen11 state,gen11 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen17 state,gen17 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen47 state,gen47 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen9 state,gen9 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,-0.0,-3.552713678800501e-15,1.0,4.613939022382373,1.0,3.2799999999999994,1.0,4.292725298737544,0.0,0.0,1.0,2.16,1.0,3.899999999999999,1.0,4.5588432919839,0.0,0.0,0.0,0.0,1.0,3.17,1.0,2.0,1.0,3.5000000000000004,0.0,0.0,1.0,1.6342162275272953,1.0,1.5000000000000002,1.0,3.674959491235438,1.0,1.84,1.0,4.235926391814645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7255120291753325,1.0,3.720000000000001,1.0,4.3,1.0,3.5000000000000004,1.0,2.7,1.0,1.3501369416709512,0.0,0.0,1.0,1.0,1.0,4.0,1.0,3.826238770667167,0.0,0.0,1.0,3.3999999999999995,1.0,2.8918487426997825,0.0,0.0,1.0,3.16,1.0000000000000007,2.1700000000000013,1.0,1.954935374224551,1.0,4.390635177447476,0.0,0.0,0.0,0.0,1.0,1.37,-0.0,-3.552713678800501e-15,1.0,3.05,1.0,1.0,0.0,0.0,1.0,3.81
0.0,0.0,0.0,-3.552713678800501e-15,1.0,3.839666867053869,1.0,3.236912519690637,1.0,3.3808416062684095,0.0,0.0,1.0,2.16,1.0,3.6676255729484524,1.0,3.942078320497234,0.0,0.0,0.0,0.0,1.0,3.140420687014507,1.0,2.0,1.0,3.4999999999999996,0.0,0.0,1.0,1.4949467179370317,1.0,1.5000000000000002,1.0,3.286994428642474,1.0,1.84,1.0,3.7335613748221332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6925965023171607,1.0,3.7199999999999993,1.0,3.942078320497234,1.0,2.9381908507637102,1.0,2.7,1.0,1.2373949581227996,0.0,0.0,1.0,1.0,1.0,3.88883473367919,1.0,3.4117461827667044,0.0,0.0,1.0,3.3352763339398153,1.0,1.7379013786311035,0.0,0.0,1.0,3.1313487017532373,1.0000000000000007,1.9857222129595942,1.0,1.7841644279378366,1.0,3.8435049613641517,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,0.0,-3.552713678800501e-15,1.0,3.028256870066461,1.0,0.9999999999999999,0.0,0.0,1.0,3.617027709988397
0.0,0.0,0.0,-3.552713678800501e-15,1.0,3.839666867053869,1.0,3.236912519690637,1.0,3.3808416062684095,0.0,0.0,1.0,2.1599999999999997,1.0,3.6676255729484524,1.0,3.942078320497234,0.0,0.0,0.0,0.0,1.0,3.140420687014507,1.0,2.0,1.0,3.4999999999999996,0.0,0.0,1.0,1.4949467179370317,1.0,1.4999999999999998,1.0,3.286994428642474,1.0,1.8399999999999999,1.0,3.7335613748221332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6925965023171607,1.0,3.7199999999999998,1.0,3.942078320497234,1.0,2.730050395826062,1.0,2.6999999999999993,1.0,1.2373949581227996,0.0,0.0,1.0,0.9999999999999999,1.0,3.88883473367919,1.0,3.4117461827667044,0.0,0.0,1.0,3.3352763339398153,1.0,1.7379013786311035,0.0,0.0,1.0,3.1313487017532373,1.0000000000000007,1.9857222129595942,1.0,1.7841644279378366,1.0,3.8435049613641517,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,0.0,-3.552713678800501e-15,1.0,3.028256870066461,1.0,0.9999999999999999,0.0,0.0,1.0,3.617027709988397
0.0,0.0,0.0,-3.552713678800501e-15,1.0,2.153578219700398,1.0,2.4137257718635943,1.0,1.3950841035636299,0.0,0.0,1.0,2.16,1.0,2.620589797119767,1.0,2.598984152184096,0.0,0.0,0.0,0.0,1.0,2.3569490895604712,1.0,2.0,1.0,2.2664324405281073,0.0,0.0,1.0,1.1916673898266195,1.0,1.3612186330678824,1.0,2.442144871408632,1.0,1.84,1.0,2.63958951215165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.31,1.0,2.4110830167654154,1.0,2.598984152184096,1.0,0.9800503958260618,1.0,1.3500000000000003,1.0,0.9918831219648805,0.0,0.0,1.0,1.0,1.0,2.643223206016692,1.0,2.509129135180097,0.0,0.0,1.0,2.468763968949882,1.0,0.796,0.0,0.0,1.0,2.3514875727007967,1.0000000000000007,1.5632974348369104,1.0,1.4122862041759654,1.0,2.652050458430683,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,0.0,-3.552713678800501e-15,1.0,2.2881108909714283,1.0,0.09999999999999999,0.0,0.0,1.0,2.602486148156106
0.0,0.0,0.0,-3.552713678800501e-15,1.0,2.2724401953137114,1.0,2.4717568862412405,1.0,1.5350714406653478,0.0,0.0,1.0,2.1600000000000006,1.0,2.694401302255134,1.0,2.6936664967518023,0.0,0.0,0.0,0.0,1.0,2.4121804571736014,1.0,2.0,1.0,2.380967534749492,0.0,0.0,1.0,1.2130472740684501,1.0,1.5000000000000009,1.0,2.5017031203930316,1.0,1.84,1.0,2.716709808920442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.31,1.0,2.5190005274759018,1.0,2.6936664967518023,1.0,0.9246233993921216,1.0,1.2402179350359026,1.0,1.0091906472411982,0.0,0.0,1.0,1.0,1.0,2.731033444972441,1.0,2.5727597430172366,0.0,0.0,1.0,2.5298493524246672,1.0,0.796,0.0,0.0,1.0,2.4064644178676864,1.0000000000000007,1.5930765592942686,1.0,1.4385020146158771,1.0,2.7360428607841065,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,0.0,-3.552713678800501e-15,1.0,2.3402879894030995,1.0,0.1,0.0,0.0,1.0,2.6740069513893676
0.0,0.0,0.0,-3.552713678800501e-15,1.0,1.755365345690152,1.0,2.219309208289737,1.0,0.9260967798658734,0.0,0.0,1.0,2.16,1.0,2.3733055715016578,1.0,2.2817781798469547,0.0,0.0,0.0,0.0,1.0,2.1719122725358897,1.0,2.0,1.0,1.8827155385534167,0.0,0.0,1.0,1.1200402348343201,1.0,0.8896731951770322,1.0,2.242612082417709,1.0,1.84,1.0,2.3812201315119452,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000007,1.310000000000001,1.0,2.049536425651541,1.0,2.2817781798469547,1.0,0.35000000000000003,1.0,0.6030864999036568,1.0,0.9338992347989039,0.0,0.0,1.0,1.0,1.0,2.349040247659586,1.0,2.2959530787406677,0.0,0.0,1.0,2.2641149549317476,1.0000000000000004,0.7960000000000003,0.0,0.0,1.0,2.1673034599518646,1.0000000000000007,1.4635310404581756,1.0,1.3244576688860323,1.0,2.3706580639024972,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,0.0,-3.552713678800501e-15,1.0,2.1133065246736153,1.0,0.09999999999999999,0.0,0.0,1.0,2.3628762606367197
0.0,0.0,0.0,0.0,1.0,1.886143346870608,1.0,2.2831579968146096,1.0,1.0801179800207061,0.0,0.0,1.0000000000000004,2.160000000000001,1.0,2.454516749895054,1.0,2.3859525190816187,0.0,0.0,0.0,0.0,1.0,2.2326806370329293,1.0,2.0,1.0,2.008732884386681,0.0,0.0,1.0,1.1435634727090824,1.0000000000000007,1.0445345114677298,1.0,2.30814110223921,1.0000000000000007,1.840000000000001,1.0,2.4660718110320388,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000007,1.3100000000000007,1.0,2.1682727689628916,1.0,2.3859525190816187,1.0,0.428310533730642,1.0,0.7642290803956142,1.0,0.9529418558670625,0.0,0.0,1.0,1.0000000000000002,1.0,2.445653546189723,1.0,2.365962715244693,0.0,0.0,1.0,2.331324205921845,1.0000000000000004,0.7960000000000003,0.0,0.0,1.0,2.227791785886503,1.0000000000000007,1.496295550330592,1.0,1.3533016391378052,1.0,2.4630707840970527,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,0.0,0.0,1.0,2.170714426612657,1.0,0.09999999999999999,0.0,0.0,1.0,2.4415670920939987
0.0,0.0,0.0,0.0,1.0,2.5886647840554198,1.0,2.6261449080085555,1.0,1.9074986855905898,0.0,0.0,1.0,2.16,1.0,2.8907720317117285,1.0,2.94556274294435,0.0,0.0,0.0,0.0,1.0,2.559119933982601,1.0,2.0000000000000004,1.0,2.6856807357522983,0.0,0.0,1.0,1.2699270715548463,1.0000000000000007,1.5000000000000009,1.0,2.6601539848859703,1.0,1.8399999999999999,1.0,2.921883364243866,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000007,1.310000000000001,1.0,2.8061080760957635,1.0,2.94556274294435,1.0,1.3309076661770096,1.0,1.6298648617734681,1.0,1.055236197421564,0.0,0.0,1.0,1.0,1.0,2.96464689921476,1.0,2.742044854516176,0.0,0.0,1.0,2.6923630593336387,1.0000000000000004,0.7960000000000003,0.0,0.0,1.0,2.5527267541910708,1.0000000000000007,1.6723019914480441,1.0,1.508247480582734,1.0,2.959499207985053,0.0,0.0,0.0,0.0,1.0,1.37,0.0,0.0,1.0,2.4791017808461127,1.0,0.1,0.0,0.0,1.0,2.8642834167788704
0.0,0.0,0.0,0.0,1.0,3.6150000000000007,1.0,2.831888474426077,1.0,3.3771499999999994,0.0,0.0,1.0,2.16,1.0,3.152463410070737,1.0,3.2812496146690853,0.0,0.0,0.0,0.0,1.0,2.754937275639919,1.0,2.0,1.0,3.091753564402844,0.0,0.0,1.0,1.3457273328574682,1.0,1.4999999999999998,1.0,2.871311855746245,1.0,1.84,1.0,3.1953057355106247,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000007,2.2128121445795457,1.0,3.188718918065548,1.0,3.2812496146690853,1.0,1.872338102753447,1.0,2.1491237228749873,1.0,1.116598313493259,0.0,0.0,1.0,1.0,1.0,3.2759694013669725,1.0,2.96764087020755,0.0,0.0,1.0,2.9089352342240997,1.0000000000000004,2.8706463064795056,0.0,0.0,1.0,2.7476417117328245,1.0000000000000007,1.7778809267546545,1.0,1.6011930390866171,1.0,3.257285948727447,0.0,0.0,0.0,0.0,1.0,1.37,0.0,0.0,1.0,2.664090513731538,1.0,0.5,0.0,0.0,1.0,3.1178533385021887
0.0,0.0,0.0,0.0,1.0,7.230000000000001,1.0,3.2800000000000007,1.0,6.7543,-0.0,0.0,1.0,2.1599999999999997,1.0,3.899999999999999,1.0,4.72,0.0,0.0,0.0,0.0,1.0,3.1700000000000004,1.0,1.9999999999999996,1.0,3.4999999999999996,0.0,0.0,1.0,1.8399999999999999,1.0,1.5000000000000002,1.0,4.72,1.0,1.8399999999999999,1.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000007,8.762812144579545,1.0,3.72,1.0,4.3,1.0,3.5,1.0,2.7,1.0,1.6800000000000002,0.0,0.0,1.0,0.9999999999999999,1.0,4.0,1.0,4.03,1.0,0.4801412515675166,1.0,3.4,1.0000000000000004,6.850646306479506,0.0,0.0,1.0,3.16,1.0,2.17,1.0,2.03,1.0,5.1,0.0,0.0,0.0,0.0,1.0,1.3699999999999999,-0.0,0.0,1.0,3.0500000000000003,1.0,1.0,0.0,0.0,1.0,3.81
